Student_id,Stress Coping Mechanisms,Stress Level Category,Age,Academic Performance (GPA),Study Hours Per Week,Social_Media_Usage_per_week,Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Counseling Attendance,Diet Quality,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use,Gender_Female,Gender_Male,Gender_Other,Stress_Ratio
2974,Reading,Medium,18,4,54,28,5,2,1,1,3,4,1,1,3,0,1,2,0,0,0,0.9999900000999989
3916,Meditation,Medium,30,3,53,42,7,7,1,2,2,2,1,1,5,1,0,3,0,0,1,1.9999800001999979
433,Talking to Friends,Medium,20,2,13,49,12,0,4,3,3,2,1,3,5,0,1,4,1,0,0,0.7499981250046875
4549,Talking to Friends,High,27,1,17,28,12,2,1,2,2,4,0,5,2,0,1,1,0,0,0,1.9999800001999979
5420,Yoga,High,26,4,5,42,12,0,1,3,5,4,0,5,4,1,1,2,0,0,1,2.9999700002999967
5206,Travelling,High,20,4,10,7,11,7,2,1,4,5,0,4,1,0,1,1,0,1,0,0.49999750001249993
4033,Yoga,High,28,3,35,35,9,3,2,5,4,4,1,1,2,0,1,2,0,0,1,2.4999875000625
5137,Watching Sports,High,27,4,28,49,4,9,5,5,5,1,0,4,4,1,1,2,0,0,1,0.9999980000040001
5418,Yoga,High,30,3,19,56,10,1,1,2,5,5,1,5,2,1,1,1,1,0,0,1.9999800001999979
5296,Talking to Friends,Low,18,1,10,35,4,7,5,2,1,1,0,4,2,0,0,5,0,0,1,0.39999920000160005
3207,Social Media Engagement,Low,25,0,54,42,7,9,3,1,2,3,0,3,4,0,1,1,0,0,1,0.3333322222259259
1306,Yoga,Medium,29,0,52,14,4,9,1,5,3,2,1,1,1,0,1,4,0,0,1,4.999950000499995
4280,Watching Sports,High,26,0,27,21,11,10,3,5,5,1,0,2,4,0,0,2,0,0,1,1.6666611111296294
5042,Meditation,High,27,4,41,14,5,9,2,3,1,5,1,2,3,1,1,1,0,0,1,1.4999925000374998
490,Exercise,High,22,4,58,0,9,6,2,5,2,5,1,2,1,1,1,1,0,0,0,2.4999875000625
3912,Walking or Nature Walks,High,26,0,0,35,8,3,4,2,3,4,0,1,2,1,1,4,1,0,0,0.49999875000312505
2069,Walking or Nature Walks,High,26,2,15,28,4,5,3,4,5,4,1,2,3,1,0,4,0,0,1,1.3333288889037036
2222,Reading,Medium,18,4,31,0,6,2,4,5,2,5,1,2,4,0,0,5,0,0,0,1.2499968750078125
4277,Yoga,Low,20,0,-5,14,12,0,3,1,4,3,1,4,4,1,0,1,1,0,0,0.3333322222259259
3962,Exercise,High,20,1,47,28,12,8,1,4,3,4,1,2,1,1,0,5,0,1,0,3.9999600003999958
4314,Talking to Friends,Medium,20,1,9,7,10,4,3,1,4,4,1,2,4,0,1,5,0,0,1,0.3333322222259259
4479,Spending Time Alone,Low,23,2,59,42,10,10,1,1,5,2,0,1,3,1,0,5,0,1,0,0.9999900000999989
733,Talking to Friends,High,26,1,1,56,6,4,3,3,5,3,1,5,4,1,0,3,1,0,0,0.9999966666777778
915,Talking to Friends,Low,28,3,12,21,9,0,2,1,5,5,1,1,1,1,1,2,0,0,0,0.49999750001249993
3682,Watching Sports,Low,26,1,38,21,7,7,2,2,5,5,1,5,4,0,1,3,0,0,0,0.9999950000249999
2410,Travelling,Medium,26,2,36,49,8,5,5,5,5,4,1,1,3,1,0,4,0,1,0,0.9999980000040001
153,Exercise,Medium,27,0,20,7,4,3,3,4,3,2,1,1,1,1,0,3,0,1,0,1.3333288889037036
2568,Meditation,Low,23,4,6,56,10,7,4,2,5,4,0,4,3,1,0,2,0,1,0,0.49999875000312505
2616,Watching Sports,Low,18,2,42,28,9,1,2,1,4,5,1,1,3,0,1,3,0,0,1,0.49999750001249993
2379,Social Media Engagement,Low,28,3,24,7,5,7,5,3,2,2,0,3,5,1,1,4,0,0,1,0.5999988000024
2626,Reading,Low,19,1,47,21,8,9,1,4,3,5,0,4,5,0,0,5,0,0,1,3.9999600003999958
1096,Yoga,Medium,27,4,52,7,12,8,2,5,3,3,0,1,3,0,0,2,1,0,0,2.4999875000625
4721,Travelling,Low,18,1,26,14,5,9,5,2,2,1,0,4,1,0,1,2,0,0,1,0.39999920000160005
3079,Yoga,High,28,1,24,49,9,1,4,4,4,3,1,2,3,0,0,2,0,0,0,0.9999975000062501
2417,Reading,High,27,0,17,56,10,4,3,2,2,2,1,5,2,0,0,1,0,0,0,0.6666644444518518
3141,Yoga,High,26,4,40,21,7,3,1,2,4,4,0,5,2,1,1,1,0,0,0,1.9999800001999979
2729,Travelling,Medium,27,0,40,21,10,1,1,4,2,1,0,4,5,0,1,5,0,0,1,3.9999600003999958
1373,Watching Sports,Medium,28,3,10,0,8,0,5,5,5,2,0,5,5,0,1,1,0,0,0,0.9999980000040001
2787,Exercise,High,28,3,18,49,4,3,1,2,1,3,1,4,2,0,0,4,0,0,0,1.9999800001999979
5326,Social Media Engagement,Medium,21,0,30,0,10,10,2,4,5,3,1,2,2,0,0,3,0,0,0,1.9999900000499997
5173,Social Media Engagement,Medium,24,3,26,0,9,4,5,3,4,2,0,5,1,0,0,4,0,1,0,0.5999988000024
2715,Social Media Engagement,High,28,0,42,28,5,4,5,4,5,4,1,2,5,1,1,2,0,0,1,0.7999984000032001
3961,Meditation,Low,28,0,45,35,9,3,2,5,5,1,1,3,4,1,0,4,0,0,1,2.4999875000625
873,Social Media Engagement,Medium,30,2,7,35,6,4,1,3,4,1,0,1,4,1,0,4,0,0,0,2.9999700002999967
4049,Reading,High,28,0,30,56,7,3,5,3,3,5,1,4,4,1,0,4,1,0,0,0.5999988000024
5181,Yoga,High,28,1,33,14,8,9,5,4,5,1,1,2,4,1,1,2,0,0,1,0.7999984000032001
3584,Exercise,Medium,24,3,46,49,11,5,4,1,5,4,0,3,2,0,1,5,0,0,0,0.24999937500156252
3368,Reading,High,24,1,48,56,6,4,2,3,5,2,0,5,4,1,0,2,0,0,1,1.4999925000374998
1716,Spending Time Alone,High,21,4,0,21,11,0,4,4,1,1,1,5,5,1,0,5,0,0,1,0.9999975000062501
3385,Exercise,High,25,3,57,28,4,7,3,3,5,1,1,4,4,1,0,3,0,0,0,0.9999966666777778
4328,Exercise,Low,27,4,34,35,11,2,2,3,5,2,0,5,3,1,1,5,0,0,1,1.4999925000374998
4949,Walking or Nature Walks,High,30,4,69,21,12,10,3,3,1,3,1,4,5,0,0,2,0,0,1,0.9999966666777778
4799,Travelling,High,18,0,20,56,11,3,4,4,2,5,0,3,5,1,1,5,0,0,0,0.9999975000062501
3486,Meditation,High,25,0,14,7,7,2,4,4,5,3,1,1,4,1,1,1,0,0,0,0.9999975000062501
2539,Walking or Nature Walks,Medium,28,4,20,42,6,9,2,2,5,4,0,5,5,1,0,4,0,0,1,0.9999950000249999
2910,Meditation,Low,29,2,31,21,11,9,2,5,4,2,1,1,5,0,1,4,0,0,1,2.4999875000625
4946,Meditation,Low,18,4,12,21,4,8,3,3,1,1,0,2,1,0,0,3,0,0,0,0.9999966666777778
5001,Yoga,High,23,3,-12,49,5,2,1,3,1,5,0,4,2,1,0,1,0,1,0,2.9999700002999967
354,Social Media Engagement,Low,18,4,3,7,5,6,5,5,3,3,0,4,4,0,0,2,0,1,0,0.9999980000040001
338,Meditation,Medium,25,2,45,49,4,4,5,5,5,2,0,5,4,1,0,3,0,1,0,0.9999980000040001
1401,Reading,Medium,21,0,34,0,4,3,3,1,4,4,0,3,4,0,0,1,0,0,1,0.3333322222259259
965,Watching Sports,High,20,0,7,56,4,8,2,4,1,2,0,2,2,1,1,1,0,0,0,1.9999900000499997
2747,Travelling,High,20,1,32,0,5,7,3,1,4,3,1,3,5,1,0,2,0,0,1,0.3333322222259259
4698,Reading,High,18,3,48,49,10,0,3,4,1,5,0,2,4,0,1,3,0,1,0,1.3333288889037036
4113,Social Media Engagement,Medium,28,0,5,42,4,6,2,4,4,3,1,4,2,0,0,1,0,0,1,1.9999900000499997
1732,Exercise,Medium,28,2,48,0,5,9,1,2,5,4,1,5,3,0,1,2,0,1,0,1.9999800001999979
552,Talking to Friends,High,20,0,47,42,10,8,1,4,2,1,1,4,4,0,1,2,1,0,0,3.9999600003999958
3628,Talking to Friends,Medium,22,3,13,7,8,0,4,1,5,3,0,1,3,0,1,4,0,1,0,0.24999937500156252
1375,Yoga,High,21,2,38,42,10,1,5,4,3,3,0,4,2,0,0,5,0,0,1,0.7999984000032001
1752,Watching Sports,Low,27,1,35,21,10,9,2,5,4,2,1,2,3,1,0,3,0,0,1,2.4999875000625
4826,Exercise,Medium,27,0,19,0,11,4,5,5,3,5,0,5,2,0,1,4,0,0,0,0.9999980000040001
1961,Travelling,Medium,27,1,-1,42,9,1,2,2,4,5,1,1,4,0,1,3,0,0,0,0.9999950000249999
4557,Exercise,High,27,2,17,35,6,6,1,3,2,2,0,5,2,0,1,5,0,0,0,2.9999700002999967
5467,Talking to Friends,Medium,26,4,9,42,11,4,4,5,3,1,1,4,1,0,1,3,0,0,1,1.2499968750078125
2884,Talking to Friends,Medium,19,1,45,56,10,8,1,3,4,4,1,4,2,0,1,5,0,0,0,2.9999700002999967
2549,Exercise,Low,26,2,28,35,11,0,5,1,1,3,0,3,2,0,0,3,0,0,1,0.19999960000080003
3048,Social Media Engagement,Medium,30,4,8,7,6,4,4,4,5,4,0,2,5,0,0,2,0,0,1,0.9999975000062501
3614,Travelling,Low,29,3,41,56,11,10,4,2,2,3,0,3,3,1,1,2,0,0,0,0.49999875000312505
5077,Yoga,Medium,28,1,51,49,11,6,2,5,2,2,0,1,1,1,0,1,0,1,0,2.4999875000625
3105,Spending Time Alone,High,20,2,23,21,9,7,1,3,4,3,0,1,5,0,0,2,0,0,1,2.9999700002999967
4239,Walking or Nature Walks,Medium,20,4,41,0,12,4,1,5,4,3,0,5,1,0,1,1,0,0,0,4.999950000499995
4148,Yoga,High,24,4,34,42,6,10,1,2,2,2,1,5,4,0,1,2,0,0,0,1.9999800001999979
1995,Walking or Nature Walks,Medium,25,0,39,56,12,6,5,3,2,3,0,3,3,0,0,4,0,0,0,0.5999988000024
1631,Walking or Nature Walks,High,26,0,40,49,9,6,3,5,2,2,0,2,4,1,0,1,0,1,0,1.6666611111296294
3926,Travelling,Low,21,1,31,35,9,7,3,4,4,3,0,5,1,1,0,2,0,0,0,1.3333288889037036
1256,Walking or Nature Walks,Low,22,1,42,7,12,5,4,2,2,5,1,5,3,1,0,2,0,0,0,0.49999875000312505
106,Yoga,High,27,2,3,49,9,6,5,4,3,4,0,2,3,1,0,1,1,0,0,0.7999984000032001
1416,Walking or Nature Walks,High,28,4,22,28,5,10,5,2,3,4,0,4,2,1,0,4,0,1,0,0.39999920000160005
911,Yoga,Medium,22,3,23,7,7,3,4,3,1,2,0,5,4,1,0,4,0,0,0,0.7499981250046875
432,Social Media Engagement,High,29,3,35,56,7,6,2,3,1,2,0,3,5,0,0,3,0,1,0,1.4999925000374998
5371,Travelling,Medium,22,2,3,0,12,0,1,3,3,2,0,4,2,0,0,5,0,0,0,2.9999700002999967
799,Reading,Low,30,4,33,42,10,6,3,5,5,4,1,2,3,0,0,5,0,1,0,1.6666611111296294
3815,Talking to Friends,High,21,4,9,21,7,10,1,3,1,1,0,4,1,0,1,5,0,0,0,2.9999700002999967
4971,Watching Sports,Medium,24,3,31,21,5,2,3,4,2,4,1,1,5,0,1,2,0,0,0,1.3333288889037036
5533,Yoga,High,21,1,34,49,10,10,5,3,1,1,1,4,4,1,0,2,0,0,0,0.5999988000024
4842,Meditation,Medium,30,4,9,14,7,1,1,2,2,4,0,4,3,1,0,4,0,1,0,1.9999800001999979
4347,Exercise,High,20,3,55,56,10,8,2,2,1,2,1,5,3,1,1,1,0,0,1,0.9999950000249999
4867,Social Media Engagement,Low,29,3,-3,42,11,6,1,4,5,1,0,5,2,0,0,1,0,0,0,3.9999600003999958
943,Exercise,High,21,0,39,14,12,2,1,5,1,5,1,3,3,0,1,3,0,0,0,4.999950000499995
4305,Reading,Medium,25,4,50,14,11,0,1,1,2,3,0,3,3,1,1,2,0,0,0,0.9999900000999989
2031,Talking to Friends,Medium,19,1,21,28,6,10,3,3,1,4,0,3,2,1,0,1,0,0,0,0.9999966666777778
4169,Walking or Nature Walks,High,19,0,9,14,11,5,1,3,5,1,0,4,3,0,0,1,0,0,1,2.9999700002999967
4428,Exercise,Medium,23,4,0,49,10,10,3,3,4,3,0,5,1,0,1,5,0,0,1,0.9999966666777778
1314,Social Media Engagement,High,25,3,19,14,8,3,5,5,2,4,0,3,5,0,1,1,0,0,1,0.9999980000040001
4448,Social Media Engagement,Low,20,2,35,21,12,8,4,3,5,2,1,3,5,0,1,2,0,0,0,0.7499981250046875
1678,Meditation,High,25,0,30,28,11,3,4,3,4,5,1,5,3,0,0,2,0,0,1,0.7499981250046875
2957,Talking to Friends,Medium,25,1,50,42,4,9,5,5,2,2,1,5,3,0,0,2,0,0,1,0.9999980000040001
1879,Talking to Friends,High,19,3,39,14,10,7,1,3,4,3,0,3,2,0,1,2,1,0,0,2.9999700002999967
5168,Talking to Friends,Medium,20,0,46,28,5,1,3,5,2,2,0,4,2,1,0,1,0,0,0,1.6666611111296294
396,Watching Sports,High,30,1,27,49,11,2,4,2,3,3,0,1,1,1,1,5,1,0,0,0.49999875000312505
5365,Spending Time Alone,High,19,3,38,35,6,6,3,4,4,2,1,3,3,1,0,1,0,0,0,1.3333288889037036
2755,Reading,High,18,0,-19,42,10,4,4,4,5,4,0,4,3,1,1,2,0,1,0,0.9999975000062501
2853,Watching Sports,Low,24,1,25,14,6,10,3,2,3,4,1,4,3,1,0,4,0,0,0,0.6666644444518518
4357,Yoga,Medium,20,2,47,21,10,7,3,1,1,4,1,4,5,0,1,5,0,0,1,0.3333322222259259
837,Walking or Nature Walks,High,19,3,17,35,4,5,3,3,5,1,1,1,4,0,0,5,0,0,1,0.9999966666777778
124,Spending Time Alone,Low,28,4,8,14,4,5,2,5,5,2,0,4,1,0,1,4,0,0,1,2.4999875000625
453,Watching Sports,High,18,0,24,42,10,6,2,3,3,4,0,1,3,1,0,3,0,0,0,1.4999925000374998
541,Exercise,Low,27,1,27,7,12,1,3,4,4,3,1,4,2,1,1,4,0,1,0,1.3333288889037036
3843,Meditation,Low,22,2,-26,0,5,5,4,3,2,1,0,5,3,1,1,5,0,0,0,0.7499981250046875
391,Meditation,Low,30,3,2,21,4,10,3,5,5,5,0,3,2,1,0,1,1,0,0,1.6666611111296294
3657,Exercise,High,23,1,43,42,6,8,2,5,3,4,1,5,1,0,0,2,0,0,1,2.4999875000625
1050,Social Media Engagement,High,25,0,33,0,9,10,2,2,5,4,0,2,4,0,0,5,1,0,0,0.9999950000249999
3744,Yoga,Low,21,4,18,0,4,5,3,1,3,2,0,2,1,1,0,1,0,0,1,0.3333322222259259
4569,Travelling,Low,19,3,36,21,8,1,5,3,1,2,0,2,3,0,1,1,1,0,0,0.5999988000024
431,Spending Time Alone,Medium,28,3,10,14,4,4,2,4,4,4,1,1,5,0,1,5,1,0,0,1.9999900000499997
1119,Meditation,Medium,22,4,26,28,9,10,4,3,3,1,0,2,2,0,1,2,1,0,0,0.7499981250046875
3279,Reading,High,28,4,26,21,8,5,5,3,3,4,0,1,3,1,1,3,0,1,0,0.5999988000024
402,Social Media Engagement,Medium,18,3,7,0,8,9,2,2,3,3,1,3,2,1,1,1,0,0,1,0.9999950000249999
3138,Walking or Nature Walks,High,26,0,19,7,12,3,5,1,1,4,0,5,5,0,0,1,0,0,0,0.19999960000080003
3291,Watching Sports,Low,24,3,61,49,4,0,5,3,4,1,0,1,4,0,1,5,0,0,0,0.5999988000024
3619,Social Media Engagement,High,30,1,48,21,4,10,4,1,3,2,0,5,3,0,1,3,0,0,1,0.24999937500156252
2666,Exercise,Low,20,3,-3,56,10,5,1,3,2,3,1,3,1,0,0,4,0,0,1,2.9999700002999967
5659,Spending Time Alone,Medium,29,0,38,21,9,7,2,4,3,3,0,4,2,0,1,2,0,0,0,1.9999900000499997
4591,Walking or Nature Walks,Medium,22,2,31,0,10,3,1,1,3,2,0,1,3,0,1,2,1,0,0,0.9999900000999989
4695,Meditation,High,24,2,20,28,12,7,5,4,5,4,0,1,3,0,1,5,0,0,0,0.7999984000032001
40,Meditation,Medium,24,4,59,0,11,6,1,3,2,4,1,5,2,0,0,3,0,1,0,2.9999700002999967
170,Watching Sports,High,26,0,51,28,12,4,2,4,2,1,1,4,2,0,0,1,1,0,0,1.9999900000499997
4332,Talking to Friends,High,24,4,31,42,10,10,3,5,3,5,0,1,5,1,0,1,0,0,1,1.6666611111296294
1448,Exercise,Medium,21,3,63,49,4,1,5,3,3,3,1,4,5,1,0,3,0,0,1,0.5999988000024
3238,Walking or Nature Walks,Low,23,1,-2,56,7,6,5,4,4,4,1,2,1,1,0,4,0,0,1,0.7999984000032001
3050,Meditation,Medium,28,3,50,14,10,8,5,2,1,1,1,1,5,1,0,4,0,1,0,0.39999920000160005
2955,Watching Sports,High,30,1,17,28,10,3,5,5,3,1,1,3,4,0,0,3,1,0,0,0.9999980000040001
189,Exercise,High,23,4,21,49,12,4,5,4,2,3,1,3,4,1,0,5,0,1,0,0.7999984000032001
1427,Travelling,Medium,25,1,19,7,9,7,2,5,2,4,0,5,5,1,0,1,1,0,0,2.4999875000625
1513,Social Media Engagement,High,28,0,39,21,7,0,3,2,5,4,0,5,2,1,0,5,0,1,0,0.6666644444518518
1308,Yoga,High,20,2,10,28,7,10,5,2,1,3,0,3,1,0,1,3,0,0,1,0.39999920000160005
2432,Exercise,Low,30,1,48,0,7,6,1,2,1,1,1,2,2,0,1,3,0,0,1,1.9999800001999979
4125,Exercise,Low,25,3,35,28,10,9,2,5,4,5,0,5,1,1,0,1,0,1,0,2.4999875000625
2099,Social Media Engagement,High,21,0,26,42,7,2,2,2,2,5,0,3,2,0,1,3,0,0,0,0.9999950000249999
18,Yoga,Medium,27,3,54,42,5,8,3,2,2,5,0,2,5,0,0,1,0,1,0,0.6666644444518518
3336,Social Media Engagement,High,28,1,19,35,4,7,1,2,3,4,1,3,4,0,1,5,1,0,0,1.9999800001999979
2187,Meditation,High,27,2,60,49,8,9,5,5,5,2,1,2,1,1,1,1,0,1,0,0.9999980000040001
1740,Exercise,Low,18,3,4,56,4,0,3,2,4,1,0,5,1,0,0,4,0,0,1,0.6666644444518518
2090,Walking or Nature Walks,High,29,1,41,42,10,8,4,4,3,4,1,2,2,1,1,1,0,0,0,0.9999975000062501
933,Talking to Friends,Low,26,2,33,56,4,8,3,3,2,5,1,2,3,1,1,5,0,0,0,0.9999966666777778
4174,Yoga,Medium,23,3,31,42,9,5,4,5,5,2,1,4,3,0,1,1,0,0,1,1.2499968750078125
603,Travelling,Medium,30,4,43,28,7,0,1,3,4,2,1,2,3,1,1,2,0,1,0,2.9999700002999967
1484,Yoga,Low,30,4,24,49,12,1,4,4,2,1,0,5,1,0,0,1,0,0,0,0.9999975000062501
1034,Watching Sports,High,27,4,25,14,7,4,3,2,1,2,1,3,3,1,0,3,1,0,0,0.6666644444518518
3528,Watching Sports,Low,30,0,15,7,6,0,5,2,3,4,1,2,4,1,0,3,0,0,0,0.39999920000160005
2951,Spending Time Alone,Low,25,4,54,21,12,1,1,5,4,4,1,3,2,1,0,1,0,0,0,4.999950000499995
3492,Watching Sports,High,29,0,49,28,8,9,4,4,1,4,0,3,2,1,1,4,0,0,0,0.9999975000062501
2023,Social Media Engagement,High,20,1,-2,35,10,4,2,2,1,5,1,1,5,0,1,5,0,0,0,0.9999950000249999
743,Reading,High,19,4,34,56,11,10,3,3,1,1,1,3,5,1,0,2,0,1,0,0.9999966666777778
503,Walking or Nature Walks,Medium,24,1,11,56,5,10,3,4,4,5,0,1,3,0,1,4,1,0,0,1.3333288889037036
1220,Spending Time Alone,Medium,29,1,-7,42,7,8,4,5,1,1,0,5,4,1,0,4,0,0,0,1.2499968750078125
3471,Talking to Friends,High,28,3,31,49,4,0,1,2,2,4,0,1,5,0,1,4,0,0,1,1.9999800001999979
4386,Talking to Friends,Medium,26,2,8,56,11,0,1,4,2,2,0,4,2,1,0,1,0,0,1,3.9999600003999958
571,Walking or Nature Walks,Medium,30,0,6,14,7,3,3,2,2,5,0,4,5,1,0,1,0,1,0,0.6666644444518518
2480,Watching Sports,High,18,0,57,42,7,5,3,1,4,2,1,4,5,1,0,4,0,0,1,0.3333322222259259
699,Reading,Medium,18,2,9,42,10,6,3,4,4,4,0,1,5,0,1,2,0,1,0,1.3333288889037036
3075,Reading,Medium,26,0,16,28,6,4,5,1,4,5,1,2,1,1,1,5,0,0,1,0.19999960000080003
158,Walking or Nature Walks,Medium,26,2,5,0,5,2,5,5,1,2,1,1,1,1,0,1,0,1,0,0.9999980000040001
797,Travelling,Low,23,2,0,0,9,3,4,5,5,4,1,5,5,0,0,4,0,0,1,1.2499968750078125
2321,Social Media Engagement,Medium,25,4,32,35,7,3,2,2,1,5,0,3,3,0,1,2,0,0,0,0.9999950000249999
1693,Travelling,Low,19,0,30,56,7,6,2,5,2,3,0,1,1,1,1,3,0,0,0,2.4999875000625
3833,Walking or Nature Walks,Low,28,0,31,0,5,7,5,1,5,1,0,3,3,1,0,1,0,0,0,0.19999960000080003
3728,Social Media Engagement,High,28,2,56,56,8,3,3,1,4,5,0,5,2,0,1,3,0,0,0,0.3333322222259259
1143,Yoga,Medium,18,2,21,49,5,2,1,4,5,5,1,2,2,1,0,5,0,0,0,3.9999600003999958
4866,Spending Time Alone,Medium,21,0,27,21,8,9,4,5,5,1,1,1,1,1,1,5,1,0,0,1.2499968750078125
2021,Social Media Engagement,Low,20,1,49,28,10,5,4,4,2,3,0,5,4,1,1,5,1,0,0,0.9999975000062501
287,Talking to Friends,Medium,25,3,16,42,4,7,1,5,1,4,1,5,5,1,1,5,0,0,0,4.999950000499995
5585,Social Media Engagement,Medium,29,2,37,0,10,8,3,5,2,4,0,2,3,1,1,5,0,0,1,1.6666611111296294
4999,Reading,High,21,1,24,0,5,6,3,5,5,2,1,5,1,0,0,2,0,0,1,1.6666611111296294
2361,Spending Time Alone,High,20,4,4,42,9,8,2,5,3,5,0,3,1,0,0,2,0,0,1,2.4999875000625
3314,Reading,Medium,30,3,39,49,7,1,1,5,2,1,1,2,5,1,1,1,0,1,0,4.999950000499995
5310,Yoga,Medium,21,1,28,49,7,0,3,5,1,4,0,1,3,0,1,5,0,0,0,1.6666611111296294
3653,Social Media Engagement,Medium,20,0,-9,14,7,0,3,5,5,3,1,1,1,0,1,1,0,0,0,1.6666611111296294
2562,Social Media Engagement,Medium,22,4,38,56,6,3,1,4,4,4,0,1,2,1,1,4,1,0,0,3.9999600003999958
781,Spending Time Alone,Low,27,1,52,28,8,10,2,5,3,5,0,3,1,1,0,5,1,0,0,2.4999875000625
761,Meditation,High,18,3,-21,0,9,7,5,3,2,1,0,4,2,0,0,5,0,0,0,0.5999988000024
2247,Watching Sports,Low,28,0,31,7,12,7,4,5,3,4,1,3,1,0,0,4,0,1,0,1.2499968750078125
4838,Meditation,Low,26,4,26,0,9,5,2,4,5,1,0,4,2,1,0,5,0,0,1,1.9999900000499997
4410,Meditation,Low,23,4,45,21,5,3,4,1,2,1,1,2,4,0,1,2,1,0,0,0.24999937500156252
4650,Meditation,High,26,3,16,21,8,4,5,5,2,3,0,1,3,0,1,5,0,0,1,0.9999980000040001
184,Exercise,Low,28,1,7,14,5,6,3,2,5,5,1,1,5,0,1,4,0,1,0,0.6666644444518518
2387,Yoga,Medium,30,4,43,7,6,4,2,3,4,4,1,2,3,1,0,4,0,0,1,1.4999925000374998
5066,Reading,Medium,23,0,-1,21,4,9,5,4,2,2,0,4,4,0,1,4,0,0,1,0.7999984000032001
3156,Reading,Low,23,2,33,56,5,7,4,1,4,2,0,3,4,1,0,3,0,0,0,0.24999937500156252
2,Reading,High,24,0,45,21,12,10,3,3,1,4,1,5,1,1,1,3,1,0,0,0.9999966666777778
5139,Yoga,High,27,4,43,7,4,9,5,5,3,1,1,5,4,0,0,1,0,0,0,0.9999980000040001
845,Walking or Nature Walks,Medium,21,3,-11,21,4,7,5,3,5,5,1,4,4,1,1,3,1,0,0,0.5999988000024
2059,Walking or Nature Walks,High,27,2,26,28,11,10,4,1,2,2,1,4,1,1,1,5,0,0,0,0.24999937500156252
1177,Meditation,Low,19,2,18,21,6,6,4,5,4,3,0,3,1,0,1,3,0,0,1,1.2499968750078125
10,Exercise,High,24,3,38,42,11,4,2,5,4,5,1,1,5,0,1,5,0,1,0,2.4999875000625
88,Travelling,Medium,27,3,38,49,7,2,4,5,4,5,1,2,2,0,1,4,1,0,0,1.2499968750078125
3188,Walking or Nature Walks,High,23,3,41,0,6,5,1,1,1,5,0,2,4,1,0,1,0,0,0,0.9999900000999989
3268,Spending Time Alone,High,26,0,27,7,9,7,4,1,1,1,0,2,2,1,0,2,1,0,0,0.24999937500156252
1067,Spending Time Alone,High,22,0,37,35,10,2,1,5,3,5,0,5,4,0,0,5,0,0,1,4.999950000499995
1987,Meditation,High,22,3,-13,0,5,5,1,3,5,2,1,1,1,0,1,2,0,0,0,2.9999700002999967
5208,Travelling,High,21,1,19,56,10,1,4,2,5,5,0,4,1,0,1,1,0,0,1,0.49999875000312505
4247,Travelling,Low,26,1,22,28,4,0,2,3,1,1,0,1,1,0,1,1,0,1,0,1.4999925000374998
4195,Reading,High,27,3,12,28,12,9,5,5,5,4,1,2,5,0,1,1,0,0,1,0.9999980000040001
3705,Yoga,High,18,1,74,21,4,3,4,2,4,2,1,5,2,0,1,3,0,0,1,0.49999875000312505
3433,Talking to Friends,High,30,0,27,21,11,6,4,5,1,3,0,5,1,1,0,5,0,0,0,1.2499968750078125
502,Meditation,High,28,3,24,35,10,10,5,5,1,4,0,5,5,1,1,1,0,1,0,0.9999980000040001
2014,Spending Time Alone,Low,26,0,16,56,5,1,4,2,4,3,0,4,5,0,0,2,0,0,0,0.49999875000312505
4003,Reading,High,26,1,35,49,11,2,3,1,3,4,1,5,3,1,1,5,0,1,0,0.3333322222259259
2064,Yoga,High,18,2,3,42,7,9,5,5,1,2,0,2,5,1,0,5,0,0,1,0.9999980000040001
1708,Meditation,High,20,4,33,14,9,8,3,4,5,2,1,2,1,0,0,1,1,0,0,1.3333288889037036
3090,Talking to Friends,Medium,23,0,30,0,8,7,5,3,2,1,0,5,5,1,0,2,0,0,0,0.5999988000024
982,Reading,Low,29,3,33,14,10,3,3,5,1,5,1,4,4,0,1,4,0,0,0,1.6666611111296294
4904,Travelling,Medium,23,4,12,56,10,4,1,2,3,1,0,5,5,0,0,3,0,0,1,1.9999800001999979
4715,Walking or Nature Walks,Medium,28,0,13,42,9,5,4,1,1,4,0,2,2,0,0,5,0,0,1,0.24999937500156252
627,Yoga,Medium,20,3,45,49,4,1,2,5,4,5,1,3,4,1,1,2,0,1,0,2.4999875000625
2908,Yoga,Low,28,0,29,21,7,4,1,3,1,4,0,4,3,0,1,3,0,0,0,2.9999700002999967
4728,Yoga,Low,22,4,39,56,9,1,4,1,2,5,0,5,2,0,0,3,0,0,1,0.24999937500156252
3062,Talking to Friends,Low,27,0,32,14,8,1,1,5,3,1,1,4,1,0,0,2,0,0,0,4.999950000499995
1347,Spending Time Alone,High,19,4,22,7,8,10,1,3,5,2,0,5,2,0,0,4,0,0,0,2.9999700002999967
1553,Social Media Engagement,High,26,0,34,28,8,3,1,1,1,1,1,2,4,0,0,1,0,0,0,0.9999900000999989
5387,Reading,Low,20,4,1,42,9,3,1,2,2,4,0,2,2,0,1,3,0,1,0,1.9999800001999979
5189,Spending Time Alone,High,29,0,39,56,4,1,4,5,5,3,0,3,1,0,1,1,0,0,0,1.2499968750078125
